nombre_cancion,nombre_artista,duracion,oyentes,reproducciones,url
Catch Catch,Yena,180,84759,725273,https://www.last.fm/music/Yena/_/Catch+Catch
CHIHIRO,Billie Eilish,303,1511031,31143418,https://www.last.fm/music/Billie+Eilish/_/CHIHIRO
I Wonder,Kanye West,244,1979875,31691018,https://www.last.fm/music/Kanye+West/_/I+Wonder
IDOL,BTS,223,669599,36865670,https://www.last.fm/music/BTS/_/IDOL
She's My Collar (feat. Kali Uchis),Gorillaz,209,1252822,14860602,https://www.last.fm/music/Gorillaz/_/She%27s+My+Collar+(feat.+Kali+Uchis)
Boy With Luv (feat. Halsey),BTS,229,911081,77310750,https://www.last.fm/music/BTS/_/Boy+With+Luv+(feat.+Halsey)
Phantom,EsDeeKid,110,582221,7751804,https://www.last.fm/music/EsDeeKid/_/Phantom
404 (New Era),KiiiKiii,179,168156,2160432,https://www.last.fm/music/KiiiKiii/_/404+(New+Era)
VOY A LLeVARTE PA PR,Bad Bunny,156,738701,9085348,https://www.last.fm/music/Bad+Bunny/_/VOY+A+LLeVARTE+PA+PR
Sundress,A$AP Rocky,158,1367759,24958092,https://www.last.fm/music/A$AP+Rocky/_/Sundress
Best of Me,BTS,227,487202,13535524,https://www.last.fm/music/BTS/_/Best+of+Me
All Falls Down,Kanye West,224,1597450,21319148,https://www.last.fm/music/Kanye+West/_/All+Falls+Down
Blue Hair,TV Girl,217,1397651,21172263,https://www.last.fm/music/TV+Girl/_/Blue+Hair
Shut up My Moms Calling,Hotel Ugly,164,1617250,23663560,https://www.last.fm/music/Hotel+Ugly/_/Shut+up+My+Moms+Calling
Promise,Laufey,312,847679,14398501,https://www.last.fm/music/Laufey/_/Promise
Nice To Each Other,Olivia Dean,209,621151,5951945,https://www.last.fm/music/Olivia+Dean/_/Nice+To+Each+Other
Dirty Little Secret,The All-American Rejects,196,1529342,12996043,https://www.last.fm/music/The+All-American+Rejects/_/Dirty+Little+Secret
Spring Day,BTS,274,649684,24934312,https://www.last.fm/music/BTS/_/Spring+Day
About You,The 1975,326,985505,23872047,https://www.last.fm/music/The+1975/_/About+You
King for a Day,Pierce the Veil,236,1035830,20810116,https://www.last.fm/music/Pierce+the+Veil/_/King+for+a+Day
As It Was,Harry Styles,165,1983896,41371517,https://www.last.fm/music/Harry+Styles/_/As+It+Was
Softcore,The Neighbourhood,207,1512245,25857212,https://www.last.fm/music/The+Neighbourhood/_/Softcore
This Love,Maroon 5,206,2458183,20005326,https://www.last.fm/music/Maroon+5/_/This+Love
Don't Dream It's Over,Crowded House,235,1504853,14032396,https://www.last.fm/music/Crowded+House/_/Don%27t+Dream+It%27s+Over
Revolving door,Tate McRae,180,693409,14115203,https://www.last.fm/music/Tate+McRae/_/Revolving+door
Nonsense,Sabrina Carpenter,163,1436075,28833007,https://www.last.fm/music/Sabrina+Carpenter/_/Nonsense
Last Friday Night (T.G.I.F.),Katy Perry,230,2426712,21952503,https://www.last.fm/music/Katy+Perry/_/Last+Friday+Night+(T.G.I.F.)
Who,Jimin,170,460030,239628737,https://www.last.fm/music/Jimin/_/Who
I NEED U,BTS,211,676853,19381020,https://www.last.fm/music/BTS/_/I+NEED+U
Loving Machine,TV Girl,227,946721,11772473,https://www.last.fm/music/TV+Girl/_/Loving+Machine
Nobody New,The Marías,215,744359,8500840,https://www.last.fm/music/The+Mar%C3%ADas/_/Nobody+New
Bound 2,Kanye West,229,1891606,29944071,https://www.last.fm/music/Kanye+West/_/Bound+2
Hard Times,Paramore,182,1423799,18439080,https://www.last.fm/music/Paramore/_/Hard+Times
Take Me Out,Franz Ferdinand,205,3088984,31691373,https://www.last.fm/music/Franz+Ferdinand/_/Take+Me+Out
A Couple Minutes,Olivia Dean,212,459781,3858966,https://www.last.fm/music/Olivia+Dean/_/A+Couple+Minutes
Decode,Paramore,261,1580341,21444403,https://www.last.fm/music/Paramore/_/Decode
My Kink Is Karma,Chappell Roan,222,1011636,19751200,https://www.last.fm/music/Chappell+Roan/_/My+Kink+Is+Karma
Futile Devices (Doveman Remix),Sufjan Stevens,135,747938,11409181,https://www.last.fm/music/Sufjan+Stevens/_/Futile+Devices+(Doveman+Remix)
Abracadabra,Lady Gaga,223,1139763,25641408,https://www.last.fm/music/Lady+Gaga/_/Abracadabra
"Girl, so confusing featuring lorde",Charli xcx,205,1008475,15631066,"https://www.last.fm/music/Charli+xcx/_/Girl,+so+confusing+featuring+lorde"
The Blonde,TV Girl,227,1185372,16004230,https://www.last.fm/music/TV+Girl/_/The+Blonde
Better in the Dark,Jordana,155,1092609,14242918,https://www.last.fm/music/Jordana/_/Better+in+the+Dark
iloveitiloveitiloveit,Bella Kay,0,138769,1632431,https://www.last.fm/music/Bella+Kay/_/iloveitiloveitiloveit
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,191,1066036,17931721,https://www.last.fm/music/A$AP+Rocky/_/I+Smoked+Away+My+Brain+(I%27m+God+x+Demons+Mashup)+(feat.+Imogen+Heap+&+Clams+Casino)
Landslide,Fleetwood Mac,234,1525377,15170420,https://www.last.fm/music/Fleetwood+Mac/_/Landslide
My Man on Willpower,Sabrina Carpenter,197,594866,8726120,https://www.last.fm/music/Sabrina+Carpenter/_/My+Man+on+Willpower
telepatía,Kali Uchis,160,1626991,23152603,https://www.last.fm/music/Kali+Uchis/_/telepat%C3%ADa
SPAGHETTI,LE SSERAFIM,172,460136,38119235,https://www.last.fm/music/LE+SSERAFIM/_/SPAGHETTI
Pyramids,Frank Ocean,593,1486884,23286216,https://www.last.fm/music/Frank+Ocean/_/Pyramids
Chains of Love,Charli xcx,170,432417,3403703,https://www.last.fm/music/Charli+xcx/_/Chains+of+Love
Headlines,Drake,235,1129463,15291849,https://www.last.fm/music/Drake/_/Headlines
My Kind of Woman,Mac DeMarco,194,1744945,27862708,https://www.last.fm/music/Mac+DeMarco/_/My+Kind+of+Woman
Beauty and a Beat,Justin Bieber,144,1530982,14489729,https://www.last.fm/music/Justin+Bieber/_/Beauty+and+a+Beat
Helena,My Chemical Romance,204,1901234,25933794,https://www.last.fm/music/My+Chemical+Romance/_/Helena
Confident,Justin Bieber,247,1011957,12013871,https://www.last.fm/music/Justin+Bieber/_/Confident
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,112,1432126,20575139,"https://www.last.fm/music/The+Smiths/_/Please,+Please,+Please,+Let+Me+Get+What+I+Want+-+2011+Remaster"
Killin' It Girl (feat. GloRilla),j-hope,0,283266,95382869,https://www.last.fm/music/j-hope/_/Killin%27+It+Girl+(feat.+GloRilla)
Cinnamon Girl,Lana Del Rey,300,1496300,27599066,https://www.last.fm/music/Lana+Del+Rey/_/Cinnamon+Girl
Standing Next to You,Jung Kook,206,742628,173611484,https://www.last.fm/music/Jung+Kook/_/Standing+Next+to+You
Lover Girl,Laufey,164,610971,6909086,https://www.last.fm/music/Laufey/_/Lover+Girl
Redbone,Childish Gambino,388,1976447,28438672,https://www.last.fm/music/Childish+Gambino/_/Redbone
Black Swan,BTS,198,654797,35927849,https://www.last.fm/music/BTS/_/Black+Swan
NOT CUTE ANYMORE,ILLIT,131,397474,6314032,https://www.last.fm/music/ILLIT/_/NOT+CUTE+ANYMORE
Alright,Kendrick Lamar,219,1858272,30952670,https://www.last.fm/music/Kendrick+Lamar/_/Alright
Meet Me Halfway,Black Eyed Peas,228,1555292,15628278,https://www.last.fm/music/Black+Eyed+Peas/_/Meet+Me+Halfway
Silver Springs - 2004 Remaster,Fleetwood Mac,0,897770,11632370,https://www.last.fm/music/Fleetwood+Mac/_/Silver+Springs+-+2004+Remaster
Like a Tattoo,Sade,216,1164799,14296820,https://www.last.fm/music/Sade/_/Like+a+Tattoo
What You Know,Two Door Cinema Club,190,2051415,26456721,https://www.last.fm/music/Two+Door+Cinema+Club/_/What+You+Know
Dying for You,Charli xcx,182,292682,1947985,https://www.last.fm/music/Charli+xcx/_/Dying+for+You
Karma Police,Radiohead,262,3257124,42070419,https://www.last.fm/music/Radiohead/_/Karma+Police
Rock Your Body,Justin Timberlake,267,1942917,14825916,https://www.last.fm/music/Justin+Timberlake/_/Rock+Your+Body
Cool for the Summer,Demi Lovato,212,1252934,13533632,https://www.last.fm/music/Demi+Lovato/_/Cool+for+the+Summer
Black Hole Sun,Soundgarden,271,2254300,22807333,https://www.last.fm/music/Soundgarden/_/Black+Hole+Sun
Under Your Spell,Snow Strippers,218,682457,12326578,https://www.last.fm/music/Snow+Strippers/_/Under+Your+Spell
Aerials,System of a Down,232,2067200,22182726,https://www.last.fm/music/System+of+a+Down/_/Aerials
JUMP,BLACKPINK,164,662564,15741192,https://www.last.fm/music/BLACKPINK/_/JUMP
Haegeum,Agust D,168,404311,229963562,https://www.last.fm/music/Agust+D/_/Haegeum
She,"Tyler, The Creator",253,1312415,25906677,"https://www.last.fm/music/Tyler,+The+Creator/_/She"
Washing Machine Heart,Mitski,144,1849804,35309715,https://www.last.fm/music/Mitski/_/Washing+Machine+Heart
Somebody Told Me,The Killers,198,2940811,29662927,https://www.last.fm/music/The+Killers/_/Somebody+Told+Me
Supercut,Lorde,277,1073753,21543000,https://www.last.fm/music/Lorde/_/Supercut
Midnight Sun - Super Loud,Zara Larsson,0,119490,272038,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun+-+Super+Loud
Pied Piper,BTS,245,636352,17740556,https://www.last.fm/music/BTS/_/Pied+Piper
Reflections,The Neighbourhood,244,1124031,18286593,https://www.last.fm/music/The+Neighbourhood/_/Reflections
Toxicity,System of a Down,220,2503209,28666182,https://www.last.fm/music/System+of+a+Down/_/Toxicity
Teenagers,My Chemical Romance,161,2291624,26824231,https://www.last.fm/music/My+Chemical+Romance/_/Teenagers
The One That Got Away,Katy Perry,227,1759229,19021110,https://www.last.fm/music/Katy+Perry/_/The+One+That+Got+Away
365,Charli xcx,208,1276688,22153360,https://www.last.fm/music/Charli+xcx/_/365
Billie Jean,Michael Jackson,481,3093155,24946708,https://www.last.fm/music/Michael+Jackson/_/Billie+Jean
Save ME,BTS,197,554802,12785850,https://www.last.fm/music/BTS/_/Save+ME
American Boy,Estelle,203,1595171,14511126,https://www.last.fm/music/Estelle/_/American+Boy
Purple Rain,Prince,529,1240667,7772803,https://www.last.fm/music/Prince/_/Purple+Rain
SexyBack (feat. Timbaland),Justin Timberlake,241,1516815,11065231,https://www.last.fm/music/Justin+Timberlake/_/SexyBack+(feat.+Timbaland)
Ditto,NewJeans,185,1022312,35193664,https://www.last.fm/music/NewJeans/_/Ditto
Don’t Say You Love Me,Jin,180,254048,281795564,https://www.last.fm/music/Jin/_/Don%E2%80%99t+Say+You+Love+Me
Daddy Issues,The Neighbourhood,260,1847186,30124237,https://www.last.fm/music/The+Neighbourhood/_/Daddy+Issues
Femininomenon,Chappell Roan,219,1089610,19640848,https://www.last.fm/music/Chappell+Roan/_/Femininomenon
American Idiot,Green Day,174,2536740,24126714,https://www.last.fm/music/Green+Day/_/American+Idiot
No Role Modelz,J. Cole,292,1630239,25517677,https://www.last.fm/music/J.+Cole/_/No+Role+Modelz
For the First Time,Mac DeMarco,182,1583969,25416532,https://www.last.fm/music/Mac+DeMarco/_/For+the+First+Time
Kiss Me,Sixpence None the Richer,207,2024738,21394661,https://www.last.fm/music/Sixpence+None+the+Richer/_/Kiss+Me
Good Looking,Suki Waterhouse,214,1396437,21561785,https://www.last.fm/music/Suki+Waterhouse/_/Good+Looking
I Bet on Losing Dogs,Mitski,178,1431668,32004757,https://www.last.fm/music/Mitski/_/I+Bet+on+Losing+Dogs
White Keys,Dominic Fike,144,228998,1863687,https://www.last.fm/music/Dominic+Fike/_/White+Keys
Dope,BTS,240,582911,14011375,https://www.last.fm/music/BTS/_/Dope
Magnetic,ILLIT,160,959991,22649586,https://www.last.fm/music/ILLIT/_/Magnetic
Exit Music (for a Film),Radiohead,275,2323230,30335109,https://www.last.fm/music/Radiohead/_/Exit+Music+(for+a+Film)
Kill Bill,SZA,154,2146716,44224534,https://www.last.fm/music/SZA/_/Kill+Bill
3005,Childish Gambino,242,1493505,22186258,https://www.last.fm/music/Childish+Gambino/_/3005
D>E>A>T>H>M>E>T>A>L,Panchiko,261,802658,13576656,https://www.last.fm/music/Panchiko/_/D%3EE%3EA%3ET%3EH%3EM%3EE%3ET%3EA%3EL
Falling Behind,Laufey,191,1090052,17208838,https://www.last.fm/music/Laufey/_/Falling+Behind
Yellow,Coldplay,269,3527199,38553567,https://www.last.fm/music/Coldplay/_/Yellow
I Hate Everything About You,Three Days Grace,231,2118444,22322563,https://www.last.fm/music/Three+Days+Grace/_/I+Hate+Everything+About+You
(When You Gonna) Give It Up To Me - Radio Version,Sean Paul,0,169445,677281,https://www.last.fm/music/Sean+Paul/_/(When+You+Gonna)+Give+It+Up+To+Me+-+Radio+Version
Selfless,The Strokes,222,997993,13138444,https://www.last.fm/music/The+Strokes/_/Selfless
Euphoria,BTS,229,631031,36930952,https://www.last.fm/music/BTS/_/Euphoria
Just Keep Watching (From F1® The Movie),Tate McRae,142,633597,9422376,https://www.last.fm/music/Tate+McRae/_/Just+Keep+Watching+(From+F1%C2%AE+The+Movie)
Cry,Cigarettes After Sex,256,1391429,24469543,https://www.last.fm/music/Cigarettes+After+Sex/_/Cry
Tiramisu,Don Toliver,138,420413,3548184,https://www.last.fm/music/Don+Toliver/_/Tiramisu
West Coast,Lana Del Rey,274,1811803,33828424,https://www.last.fm/music/Lana+Del+Rey/_/West+Coast
ON,BTS,246,602775,36021269,https://www.last.fm/music/BTS/_/ON
If I Leave,Mitski,180,230396,964616,https://www.last.fm/music/Mitski/_/If+I+Leave
Die On This Hill,Sienna Spiro,217,294750,2525099,https://www.last.fm/music/Sienna+Spiro/_/Die+On+This+Hill
Father Stretch My Hands Pt. 1,Kanye West,135,1694476,35384871,https://www.last.fm/music/Kanye+West/_/Father+Stretch+My+Hands+Pt.+1
Fluorescent Adolescent,Arctic Monkeys,153,2494446,33696887,https://www.last.fm/music/Arctic+Monkeys/_/Fluorescent+Adolescent
Be Like a Woman,Chris Rainbow,257,148267,1216005,https://www.last.fm/music/Chris+Rainbow/_/Be+Like+a+Woman
TIT FOR TAT,Tate McRae,177,484056,7551494,https://www.last.fm/music/Tate+McRae/_/TIT+FOR+TAT
Lonely Day,System of a Down,167,2165626,24983321,https://www.last.fm/music/System+of+a+Down/_/Lonely+Day
Slow Dance,Clairo,235,783216,8369125,https://www.last.fm/music/Clairo/_/Slow+Dance
LV Sandals,EsDeeKid,111,515652,7685986,https://www.last.fm/music/EsDeeKid/_/LV+Sandals
Mikrokosmos,BTS,224,484688,21574819,https://www.last.fm/music/BTS/_/Mikrokosmos
CRAZY,LE SSERAFIM,164,881629,19556323,https://www.last.fm/music/LE+SSERAFIM/_/CRAZY
NEW MAGIC WAND,"Tyler, The Creator",195,1770078,31676283,"https://www.last.fm/music/Tyler,+The+Creator/_/NEW+MAGIC+WAND"
Century,EsDeeKid,110,404142,4745148,https://www.last.fm/music/EsDeeKid/_/Century
Duality,Slipknot,242,1782220,24210273,https://www.last.fm/music/Slipknot/_/Duality
Outside (feat. Ellie Goulding),Calvin Harris,226,1129371,10705602,https://www.last.fm/music/Calvin+Harris/_/Outside+(feat.+Ellie+Goulding)
Raindance (feat. Tems),Dave,0,250721,2710923,https://www.last.fm/music/Dave/_/Raindance+(feat.+Tems)
Good Graces,Sabrina Carpenter,185,944974,17943028,https://www.last.fm/music/Sabrina+Carpenter/_/Good+Graces
Burning Up (FIRE),BTS,203,553727,16257356,https://www.last.fm/music/BTS/_/Burning+Up+(FIRE)
One Step Closer,Linkin Park,156,2186648,24453386,https://www.last.fm/music/Linkin+Park/_/One+Step+Closer
Chamber of Reflection,Mac DeMarco,231,1818445,27080984,https://www.last.fm/music/Mac+DeMarco/_/Chamber+of+Reflection
Wait a Minute!,Willow,196,1479382,17243823,https://www.last.fm/music/Willow/_/Wait+a+Minute%21
The Winner Takes It All,ABBA,295,1424324,12045541,https://www.last.fm/music/ABBA/_/The+Winner+Takes+It+All
Eventually,Tame Impala,426,1615929,19319270,https://www.last.fm/music/Tame+Impala/_/Eventually
Rollin' (Air Raid Vehicle),Limp Bizkit,209,1455323,14471188,https://www.last.fm/music/Limp+Bizkit/_/Rollin%27+(Air+Raid+Vehicle)
Alter Ego (with JT),Doechii,204,544082,7058636,https://www.last.fm/music/Doechii/_/Alter+Ego+(with+JT)
Wild Flower (with youjeen),RM,273,352787,120885139,https://www.last.fm/music/RM/_/Wild+Flower+(with+youjeen)
Bubblegum Bitch,Marina,154,1272618,15332727,https://www.last.fm/music/Marina/_/Bubblegum+Bitch
Walking on a Dream,Empire of the Sun,196,2091451,21912489,https://www.last.fm/music/Empire+of+the+Sun/_/Walking+on+a+Dream
Snooze,SZA,201,1532154,25924049,https://www.last.fm/music/SZA/_/Snooze
Die for You,The Weeknd,260,1963881,33332873,https://www.last.fm/music/The+Weeknd/_/Die+for+You
Womanizer,Britney Spears,224,2064313,21392256,https://www.last.fm/music/Britney+Spears/_/Womanizer
No More Dream,BTS,222,507316,15533060,https://www.last.fm/music/BTS/_/No+More+Dream
Go Go Juice,Sabrina Carpenter,193,525746,7606383,https://www.last.fm/music/Sabrina+Carpenter/_/Go+Go+Juice
Heart to Heart,Mac DeMarco,211,1460756,23098462,https://www.last.fm/music/Mac+DeMarco/_/Heart+to+Heart
nuts,Lil Peep,85,753464,17809252,https://www.last.fm/music/Lil+Peep/_/nuts
deja vu,Olivia Rodrigo,215,1596641,30070139,https://www.last.fm/music/Olivia+Rodrigo/_/deja+vu
Mrs Magic (Strings Version),Strawberry Guy,221,475846,3868952,https://www.last.fm/music/Strawberry+Guy/_/Mrs+Magic+(Strings+Version)
Ghost Town,Kanye West,332,1245548,26968058,https://www.last.fm/music/Kanye+West/_/Ghost+Town
vampire,Olivia Rodrigo,219,1463660,33365181,https://www.last.fm/music/Olivia+Rodrigo/_/vampire
HUMBLE.,Kendrick Lamar,199,2248259,30857650,https://www.last.fm/music/Kendrick+Lamar/_/HUMBLE.
R U Mine?,Arctic Monkeys,210,2196479,31872349,https://www.last.fm/music/Arctic+Monkeys/_/R+U+Mine%3F
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,199,1080094,21682418,https://www.last.fm/music/Metro+Boomin/_/Too+Many+Nights+(feat.+Don+Toliver+&+with+Future)
needy,Ariana Grande,180,972365,15312431,https://www.last.fm/music/Ariana+Grande/_/needy
I Just Threw Out the Love of My Dreams,Weezer,157,660370,10772772,https://www.last.fm/music/Weezer/_/I+Just+Threw+Out+the+Love+of+My+Dreams
GO,BLACKPINK,0,183015,2080329,https://www.last.fm/music/BLACKPINK/_/GO
Danger,BTS,245,502857,13775552,https://www.last.fm/music/BTS/_/Danger
Like That,Future,267,1254293,22206816,https://www.last.fm/music/Future/_/Like+That
It Almost Worked,TV Girl,152,953845,13569472,https://www.last.fm/music/TV+Girl/_/It+Almost+Worked
EARFQUAKE,"Tyler, The Creator",190,2038989,38616221,"https://www.last.fm/music/Tyler,+The+Creator/_/EARFQUAKE"
My Moon My Man,Feist,205,915496,7014298,https://www.last.fm/music/Feist/_/My+Moon+My+Man
Brooklyn Baby,Lana Del Rey,351,1682527,29625607,https://www.last.fm/music/Lana+Del+Rey/_/Brooklyn+Baby
Touch,KATSEYE,129,938813,15214232,https://www.last.fm/music/KATSEYE/_/Touch
Kiss Of Life,Sade,351,1190453,11831738,https://www.last.fm/music/Sade/_/Kiss+Of+Life
Yet to Come,BTS,193,390591,75060463,https://www.last.fm/music/BTS/_/Yet+to+Come
LoveGame,Lady Gaga,249,2063803,22068882,https://www.last.fm/music/Lady+Gaga/_/LoveGame
Breathe (In the Air),Pink Floyd,175,1285034,12665969,https://www.last.fm/music/Pink+Floyd/_/Breathe+(In+the+Air)
Agora Hills,Doja Cat,265,1139851,20773737,https://www.last.fm/music/Doja+Cat/_/Agora+Hills
family ties (with Kendrick Lamar),Baby Keem,252,1290231,28434078,https://www.last.fm/music/Baby+Keem/_/family+ties+(with+Kendrick+Lamar)
Heart-Shaped Box,Nirvana,292,2332221,24473452,https://www.last.fm/music/Nirvana/_/Heart-Shaped+Box
Butter,BTS,164,819322,145912059,https://www.last.fm/music/BTS/_/Butter
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,263,842902,7852443,https://www.last.fm/music/Waka+Flocka+Flame/_/No+Hands+(feat.+Roscoe+Dash+&+Wale)
Kiss Me More (feat. SZA),Doja Cat,208,1868667,28412099,https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA)
Hey Ya!,OutKast,250,2319879,17681035,https://www.last.fm/music/OutKast/_/Hey+Ya%21
HYPNOTIZE,XG,170,182653,2160087,https://www.last.fm/music/XG/_/HYPNOTIZE
Animal I Have Become,Three Days Grace,231,1717615,18857237,https://www.last.fm/music/Three+Days+Grace/_/Animal+I+Have+Become
I Must Apologise,PinkPantheress,109,1185174,15699588,https://www.last.fm/music/PinkPantheress/_/I+Must+Apologise
ATM,Don Toliver,0,250726,1754077,https://www.last.fm/music/Don+Toliver/_/ATM
Give Me Everything (feat. Nayer),Pitbull,256,1078567,6939904,https://www.last.fm/music/Pitbull/_/Give+Me+Everything+(feat.+Nayer)
Sex on Fire,Kings of Leon,203,2772994,32850094,https://www.last.fm/music/Kings+of+Leon/_/Sex+on+Fire
That’s So True,Gracie Abrams,164,982839,21051281,https://www.last.fm/music/Gracie+Abrams/_/That%E2%80%99s+So+True
Buddy Holly,Weezer,160,2264500,22753911,https://www.last.fm/music/Weezer/_/Buddy+Holly
Taking What's Not Yours,TV Girl,205,938843,13210156,https://www.last.fm/music/TV+Girl/_/Taking+What%27s+Not+Yours
The Way I Are,Timbaland,181,1641787,14728739,https://www.last.fm/music/Timbaland/_/The+Way+I+Are
Sofia,Clairo,188,1646292,26675824,https://www.last.fm/music/Clairo/_/Sofia
Dimple,BTS,196,617127,18474197,https://www.last.fm/music/BTS/_/Dimple
The Hills,The Weeknd,243,2093418,27169334,https://www.last.fm/music/The+Weeknd/_/The+Hills
Love on the Brain,Rihanna,224,1485041,18160492,https://www.last.fm/music/Rihanna/_/Love+on+the+Brain
Naked in Manhattan,Chappell Roan,211,877607,14799112,https://www.last.fm/music/Chappell+Roan/_/Naked+in+Manhattan
Homecoming,Kanye West,69,1479056,20207106,https://www.last.fm/music/Kanye+West/_/Homecoming
Ain't Shit,Doja Cat,174,1170567,15148629,https://www.last.fm/music/Doja+Cat/_/Ain%27t+Shit
Pink Matter,Frank Ocean,268,1258852,20105255,https://www.last.fm/music/Frank+Ocean/_/Pink+Matter
"After the Storm (feat. Tyler, the Creator & Bootsy Collins)",Kali Uchis,207,1650000,24664973,"https://www.last.fm/music/Kali+Uchis/_/After+the+Storm+(feat.+Tyler,+the+Creator+&+Bootsy+Collins)"
Chicago,Michael Jackson,245,1011023,11044153,https://www.last.fm/music/Michael+Jackson/_/Chicago
HOME,BTS,234,561543,24588014,https://www.last.fm/music/BTS/_/HOME
We Found Love,Rihanna,215,1957690,16495523,https://www.last.fm/music/Rihanna/_/We+Found+Love
Tek It,Cafuné,191,1259317,19666225,https://www.last.fm/music/Cafun%C3%A9/_/Tek+It
Where Have You Been,Rihanna,243,1563902,14533920,https://www.last.fm/music/Rihanna/_/Where+Have+You+Been
The Sweet Escape,Gwen Stefani,246,1752357,13028643,https://www.last.fm/music/Gwen+Stefani/_/The+Sweet+Escape
Good Days,SZA,278,1490931,26389607,https://www.last.fm/music/SZA/_/Good+Days
A Horse With No Name,America,250,1450316,12611496,https://www.last.fm/music/America/_/A+Horse+With+No+Name
Show Me How,Men I Trust,213,1630523,27001966,https://www.last.fm/music/Men+I+Trust/_/Show+Me+How
Wicked Game,Chris Isaak,286,1610780,17097336,https://www.last.fm/music/Chris+Isaak/_/Wicked+Game
Sugar Talking,Sabrina Carpenter,183,570415,7797069,https://www.last.fm/music/Sabrina+Carpenter/_/Sugar+Talking
PRIDE.,Kendrick Lamar,275,1788189,32472149,https://www.last.fm/music/Kendrick+Lamar/_/PRIDE.
Space Song,Beach House,320,2017525,32841359,https://www.last.fm/music/Beach+House/_/Space+Song
Teenage Dirtbag,Wheatus,242,1576231,14074716,https://www.last.fm/music/Wheatus/_/Teenage+Dirtbag
This Night Has Opened My Eyes - 2011 Remaster,The Smiths,221,1287000,19499997,https://www.last.fm/music/The+Smiths/_/This+Night+Has+Opened+My+Eyes+-+2011+Remaster
Seven (feat. Latto) (Explicit Ver.),Jung Kook,183,864655,103791158,https://www.last.fm/music/Jung+Kook/_/Seven+(feat.+Latto)+(Explicit+Ver.)
Streets,Doja Cat,226,1475363,22129115,https://www.last.fm/music/Doja+Cat/_/Streets
Love You Like a Love Song,Selena Gomez & the Scene,188,1554960,15688831,https://www.last.fm/music/Selena+Gomez+&+the+Scene/_/Love+You+Like+a+Love+Song
Not Like Us,Kendrick Lamar,273,1906892,29595634,https://www.last.fm/music/Kendrick+Lamar/_/Not+Like+Us
Stressed Out,Twenty One Pilots,202,1906688,21393859,https://www.last.fm/music/Twenty+One+Pilots/_/Stressed+Out
1979 - Remastered 2012,The Smashing Pumpkins,266,1351498,17149271,https://www.last.fm/music/The+Smashing+Pumpkins/_/1979+-+Remastered+2012
I Love It (feat. Charli XCX),Icona Pop,155,1400130,12290047,https://www.last.fm/music/Icona+Pop/_/I+Love+It+(feat.+Charli+XCX)
TiK ToK,Kesha,200,1984112,15018436,https://www.last.fm/music/Kesha/_/TiK+ToK
Runaway,Kanye West,271,1628342,25346262,https://www.last.fm/music/Kanye+West/_/Runaway
lacy,Olivia Rodrigo,177,1006444,20648996,https://www.last.fm/music/Olivia+Rodrigo/_/lacy
Viva la Vida,Coldplay,242,3493413,40673049,https://www.last.fm/music/Coldplay/_/Viva+la+Vida
Californication,Red Hot Chili Peppers,410,3010623,27762968,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Californication
Permission to Dance,BTS,187,515114,83044983,https://www.last.fm/music/BTS/_/Permission+to+Dance
Santeria,Sublime,183,1758087,17297850,https://www.last.fm/music/Sublime/_/Santeria
Freaks,Surf Curse,147,1627630,22012374,https://www.last.fm/music/Surf+Curse/_/Freaks
Kids,MGMT,304,2990906,32757754,https://www.last.fm/music/MGMT/_/Kids
Airplane pt.2,BTS,219,553823,17267310,https://www.last.fm/music/BTS/_/Airplane+pt.2
Blow,Kesha,219,858696,5957295,https://www.last.fm/music/Kesha/_/Blow
Everybody Here Wants You,Jeff Buckley,285,782833,8726050,https://www.last.fm/music/Jeff+Buckley/_/Everybody+Here+Wants+You
Take Me to Church,Hozier,244,2185879,27683048,https://www.last.fm/music/Hozier/_/Take+Me+to+Church
Amoeba,Clairo,228,1133466,20468648,https://www.last.fm/music/Clairo/_/Amoeba
Dionysus,BTS,248,496894,19555182,https://www.last.fm/music/BTS/_/Dionysus
Can't Tell Me Nothing,Kanye West,271,1940654,19341021,https://www.last.fm/music/Kanye+West/_/Can%27t+Tell+Me+Nothing
Dancing Queen,ABBA,230,2510017,20815680,https://www.last.fm/music/ABBA/_/Dancing+Queen
Whiplash,aespa,183,585007,16489714,https://www.last.fm/music/aespa/_/Whiplash
Never Getting Laid,Sabrina Carpenter,208,506874,6492112,https://www.last.fm/music/Sabrina+Carpenter/_/Never+Getting+Laid
cardigan,Taylor Swift,239,1528919,44490086,https://www.last.fm/music/Taylor+Swift/_/cardigan
Boy's a liar Pt. 2,PinkPantheress,130,1580367,22446691,https://www.last.fm/music/PinkPantheress/_/Boy%27s+a+liar+Pt.+2
NISSAN ALTIMA,Doechii,95,929956,12333358,https://www.last.fm/music/Doechii/_/NISSAN+ALTIMA
Say It Right,Nelly Furtado,223,2029957,17760656,https://www.last.fm/music/Nelly+Furtado/_/Say+It+Right
